id,target
250,0.7359131612015982
251,0.45290528705444827
252,0.49141478725608734
253,0.5844409729381702
254,0.6897378455629727
255,0.7544438744047364
256,0.6387234895584493
257,0.28317600742270127
258,0.6026529193574734
259,0.8362799961398368
260,0.38434212231742804
261,0.7469772717970582
262,0.4481511721001312
263,0.7073396295906376
264,0.49576650828892765
265,0.2883833751516006
266,0.1273316611264661
267,0.25651946141966403
268,0.29574898377408326
269,0.6716081252790794
270,0.2782509149065203
271,0.6680409454308232
272,0.15081001405455235
273,0.15542837507467344
274,0.5967986969748678
275,0.5706974771097847
276,0.30308969251251006
277,0.2975770506951342
278,0.4946720714107036
279,0.39960214028318086
280,0.44367013220388235
281,0.5814531024080993
282,0.11605751148431061
283,0.42147797711576995
284,0.4874185023697377
285,0.6029227450941087
286,0.4391808871770174
287,0.1748925843017742
288,0.3568136542091795
289,0.23445408211689706
290,0.4743232310579201
291,0.667419686619163
292,0.4826577067364243
293,0.25227349924285314
294,0.3428494750162072
295,0.1400036312377893
296,0.7868821151027589
297,0.7768114432067459
298,0.21058997776140503
299,0.45685930152814214
300,0.8715080666916137
301,0.16921037460345348
302,0.351385112330077
303,0.9412610256803081
304,0.6984379414292639
305,0.27206263253162377
306,0.47398355022387156
307,0.22334659433789014
308,0.34224027980741034
309,0.3542899330038123
310,0.8105816766523601
311,0.383885211274644
312,0.5992886743831234
313,0.6344713224422505
314,0.2503999621642106
315,0.2237559204881301
316,0.7324589363311997
317,0.14556378954050922
318,0.22391567039197335
319,0.4691745957220125
320,0.1615480867469359
321,0.5753123908719262
322,0.5346016955407003
323,0.4454038079110004
324,0.30624756217272875
325,0.7774044847952197
326,0.35682117649096373
327,0.5033822655572906
328,0.4963760024817323
329,0.2937328499338173
330,0.4816294419721345
331,0.5153898731919176
332,0.731112504733125
333,0.5315956135728299
334,0.5688587825085712
335,0.5265308659348157
336,0.6486494164345417
337,0.4787523568978421
338,0.47098485126269257
339,0.5007730914585974
340,0.650677543322581
341,0.7381222079887655
342,0.1508707913514983
343,0.33904410173642335
344,0.15184261264820006
345,0.34139515388164055
346,0.4059390351321083
347,0.4979829365766092
348,0.7600861027084759
349,0.695772631888982
350,0.48893225525383877
351,0.150319331470463
352,0.17122729272600656
353,0.37019504298957456
354,0.24742723449901566
355,0.5777129435655642
356,0.18646145414619872
357,0.3080522996358105
358,0.6753238928885736
359,0.4289085460053818
360,0.6755163155490809
361,0.3414218077264478
362,0.44311688186474774
363,0.38436376134123573
364,0.8401237226672313
365,0.18321594906182712
366,0.752610874203296
367,0.17005070171517356
368,0.642736797999868
369,0.3935609543718869
370,0.6273605737458963
371,0.44642597473274453
372,0.6168970900827779
373,0.3381204082896326
374,0.19405336265769182
375,0.3977844695549685
376,0.38068100970531404
377,0.6591869134808661
378,0.5657820722169289
379,0.5249584120049081
380,0.6491349500372809
381,0.6915982116023318
382,0.5152824321961536
383,0.8074508682546464
384,0.36600260140849106
385,0.5013815755878532
386,0.43530586323075254
387,0.3582958032781005
388,0.3819007471130302
389,0.28495393891577303
390,0.4972112282206491
391,0.40842178438012466
392,0.37282707810560883
393,0.2934878436482003
394,0.18048155279476852
395,0.5815840627540438
396,0.6735749560146687
397,0.5830470554776616
398,0.29623037587528367
399,0.6023877161985735
400,0.19371368778481285
401,0.7091037266538062
402,0.5069908388887382
403,0.17935313765298241
404,0.30587765324902677
405,0.1130831813518641
406,0.6242709879928847
407,0.611446188662505
408,0.4556147520319316
409,0.7222185538880881
410,0.6109768382804084
411,0.3884369361331122
412,0.2544803140732295
413,0.36371241548485794
414,0.20923441195717674
415,0.5847670710902799
416,0.7639876425739361
417,0.4030943182942174
418,0.4649943071551913
419,0.3347437879220604
420,0.5264488123780934
421,0.4442358239495854
422,0.08965369937190104
423,0.39901661759289664
424,0.4661007077792876
425,0.2729779709163388
426,0.5615780473238615
427,0.18111758814442563
428,0.1266716638668534
429,0.42936547362151456
430,0.5752857366524016
431,0.26867833856913653
432,0.5414699138574888
433,0.7635650059577636
434,0.33130474960175815
435,0.6082612283843849
436,0.46395443960460964
437,0.3281647024843163
438,0.3681825816707077
439,0.6002141134915371
440,0.10547445785033054
441,0.2390476184165246
442,0.5454391764622463
443,0.13512873837295775
444,0.32884105271648
445,0.18744895225867095
446,0.709061465898317
447,0.4962177400457689
448,0.3376838723069245
449,0.1346099159041111
450,0.2150139129320819
451,0.53030831642606
452,0.6511748374691753
453,0.307626694513765
454,0.564641319277913
455,0.3317043453041487
456,0.26094120070261967
457,0.17654339243242173
458,0.3295764793037975
459,0.12199763124632637
460,0.47409908226471664
461,0.830113357039273
462,0.4176013749403503
463,0.36373042385792564
464,0.38351736548711807
465,0.6543833391018303
466,0.3361009456744358
467,0.29534906058267874
468,0.38482972620635
469,0.608195643694526
470,0.5072113560861073
471,0.34614550708633346
472,0.2563615481814932
473,0.600774960059162
474,0.4578934927047256
475,0.7460181471713951
476,0.2731139488335735
477,0.4324183493551427
478,0.5720713599978497
479,0.30600165124499706
480,0.49759341979033567
481,0.22991760690105192
482,0.1943812328868097
483,0.3460703907666303
484,0.5769206507045672
485,0.08482551948783305
486,0.6984022320079756
487,0.18581386769906277
488,0.3569913797526991
489,0.1874939448083759
490,0.8706019743690503
491,0.36690624760916424
492,0.20938429599716643
493,0.7490375346339608
494,0.7409088900737986
495,0.29758210088730974
496,0.5377645808651585
497,0.5809169002576853
498,0.1964089707744015
499,0.5877306840219971
500,0.16455303809511157
501,0.6684444528022505
502,0.2622932965502993
503,0.13713301819138196
504,0.26526422714653336
505,0.5295397688286273
506,0.3097168400645173
507,0.5200370344461713
508,0.15385695843703945
509,0.5784051642565997
510,0.33141574468453083
511,0.14996104394489776
512,0.4413342456098352
513,0.34316046514398846
514,0.20405039425492183
515,0.8962483474985931
516,0.19747312921215743
517,0.2425562729096858
518,0.4973558900227985
519,0.5000956418970506
520,0.7577890914582323
521,0.8528198446231544
522,0.20364625899801295
523,0.09764611173336102
524,0.46058840361950476
525,0.4612556846242228
526,0.6256223903589746
527,0.6254783082482741
528,0.06811633162659712
529,0.6353093769660635
530,0.5849479720000165
531,0.2030540420738433
532,0.12187410219492309
533,0.3969881302383408
534,0.8358881156598577
535,0.2147880692981486
536,0.27063870561128717
537,0.5148603623681679
538,0.14657492815070147
539,0.46796261442529746
540,0.3292012599470113
541,0.5918037341236074
542,0.6309176052970322
543,0.20267284101233077
544,0.6679585455262922
545,0.30179550128860505
546,0.46322551658525113
547,0.24712912212971383
548,0.2540468943365046
549,0.3573597244716997
550,0.3284955117615807
551,0.5071067040636797
552,0.48981188311449086
553,0.3509226343150297
554,0.3192314425815898
555,0.2216431388718485
556,0.41197715627384596
557,0.5450078384153537
558,0.22413969662802113
559,0.3080968076860897
560,0.7254608975924182
561,0.5625524194810562
562,0.7563564663792943
563,0.13626944501897245
564,0.19705308222903892
565,0.7863248149878789
566,0.2732971959066814
567,0.2150763296352572
568,0.5819664575074665
569,0.23003857086220658
570,0.658945957195733
571,0.36365895773397905
572,0.08264144112491847
573,0.46762307507794587
574,0.15955637783998536
575,0.24502275266598472
576,0.4540780967147112
577,0.5257968059851813
578,0.25637428688822156
579,0.7391273417757016
580,0.6610429540056992
581,0.6399818075535545
582,0.4239243394368114
583,0.8822679810913365
584,0.658537819214442
585,0.538861206663571
