id,target
250,15.005340637113752
251,9.72501903969561
252,11.444440463878985
253,12.744522219433394
254,14.222673200955715
255,15.867986019035897
256,13.085021354750072
257,6.556403465848561
258,12.742808235735932
259,17.045433334577876
260,8.827939848622822
261,15.160006193904689
262,9.914558638970087
263,14.459241748530008
264,10.933900584310637
265,6.91430179511508
266,3.472426457984261
267,6.572905885267208
268,6.73394434386892
269,14.33490921157809
270,7.022581618450498
271,13.661424216921578
272,4.0399409320446775
273,3.935991534665388
274,13.193266964534232
275,12.163809896602814
276,7.249864724588886
277,6.823198054897205
278,10.473171422518835
279,8.886760009063812
280,9.998554088938459
281,12.421044591981493
282,2.9097244918011875
283,10.117789099409697
284,10.476322901979195
285,12.752743030206377
286,9.659824684632364
287,4.703993915109818
288,8.413705520273542
289,6.021267332963669
290,10.682676348531968
291,14.265996267780812
292,10.65249126147019
293,6.6687267853617085
294,7.630802319781677
295,4.020996859474659
296,15.816766538572589
297,15.763739889975204
298,5.636102607860737
299,10.483783997194003
300,17.60382256757007
301,4.4552420331190605
302,8.506225097446979
303,18.771294697468996
304,14.341171264439424
305,6.945943749005698
306,10.718008161621292
307,5.61570769444368
308,8.225475011767141
309,7.928933816648916
310,16.49773992162702
311,9.596689975807685
312,12.286714471221064
313,13.718089415277216
314,5.796251443087896
315,5.758802911679451
316,15.132372890182271
317,4.074656404828042
318,6.247220252309316
319,11.122256219218283
320,4.927450935071299
321,12.20902259192459
322,11.365824154950928
323,10.543999851868936
324,7.421881213287658
325,15.890846718076336
326,8.486577128118126
327,11.310930506607287
328,10.812772316929514
329,7.069141716228114
330,10.397430947529353
331,11.208714523805302
332,15.276774652297835
333,11.177524169655525
334,11.937181124309344
335,12.014410877903943
336,13.378389459930665
337,11.113829303231554
338,10.269803243053909
339,10.749733895479181
340,13.146405156660345
341,15.355913803076916
342,4.404298467698913
343,8.446066233931166
344,4.2396010163523385
345,7.987266146235703
346,9.05542814033044
347,10.661605167692706
348,15.392500269186488
349,14.060743841490872
350,10.893123351812383
351,4.143472918313857
352,4.487094959530834
353,8.511115804873077
354,6.747607322796273
355,12.8541133542106
356,5.11292240666468
357,7.358411496752266
358,14.148345405255736
